,message,label
801787,"#Depression affects up to 20%, and #anxiety 10%, of patients with #cancer, compared with figures of 5% and 7% for past-year prevalence in the general population. https://www.bmj.com/content/361/bmj.k1415Â â¦",1
801788,@emkuntze I wrote about expat depression on my blog. Started as one post. It got more hits than anything else I had written about. So I wrote a whole series. Which ended up with me getting a commission from WSJ for an article about the subject.,1
801789,@BravenakBlog Actually we will be lucky if it is not Great Depression 2,1
801790,"Inflammation contributes to disease pathogenesis in peripheral (neuropathic pain, fibromyalgia) & central nervous systems; Alzheimer, Parkinsons, multiple sclerosis, motor neuron disease, ischemia, traumatic brain injury, depression, & #Autism.  https://www.ncbi.nlm.nih.gov/pubmed/29618972Â ",1
801791,More than 1 in 20 US children and teens have #anxiety or #depression  https://www.sciencedaily.com/releases/2018/04/180424184119.htmÂ â¦,1
801792,"5TH WAVE x ALL THE BRIGHT PLACESIn climate change ravaged America, Beth is the lone survivor of a plague. As she walks to the Grand Canyon with a stranger by her side, she must learn to forgive herself for surviving or lose her trust in life to depression.#DVPit #YA #MH #OWN",1
801793,"Depression is not a joke sweetie. I've been in depression until now. I cry for no reason, I laugh for no reason. There a time I hurt myself. I hit my head at the wall or slap my face. Its hurt but my heart is hurt even more.",1
801794,Tonight is the Night where it's all Depression naps but No Energy Recovered folks,1
801795,"Depression recovery is a long process with ups & downs, but I just said the failure I regret most in my life is never having managed to grow a pineapple plant from a pineapple top & genuinely meant it, so that has to be encouraging",1
801796,@lhjh70 I've recently come off my medication for depression/anxiety and I know I'm going to regret that tomorrow #numbmetomybones,1
801797,@Bipolarstrong_ Together we can fight. I suffer with depression and am constantly reminded that I'm not good enough. Continue to be strong we are here for you.,1
801798,BTS saved me from committing suicide.I hv never told anyone abt dis but today I want to share. I knw giving up is not the only choice but during severe depression u can't think of something else. I m learning from them.I m working hard nd I m better now. Thanks to BTS. <Emoji: Heavy red heart>,1
801799,@theshenners I accidentally made my MC depressed because she thought and behaved in the only way I could imagine based on her situation. I decided to run with it because it's rare to see SFF protagonists with chronic depression.,1
801800,I have severe depression,1
801801,Depression is real  https://twitter.com/markbattles317/status/906303122125017093Â â¦,1
801802,How exercising can slash the risk of depression: https://cse.google.com/cse?cx=partner-pub-0438138242743153%3Avvnwpsw8fe0&ie=UTF-8&q= https%3A%2F%2Fnypost.com%2F2018%2F04%2F24%2Fhow-exercising-can-slash-the-risk-of-depression%2F&sa=Search&siteurl=www.google.com%2Fcse%2Fhome%3Fcx%3Dpartner-pub-0438138242743153%3Avvnwpsw8fe0#gsc.tab=0&gsc.q= https%3A%2F%2Fnypost.com%2F2018%2F04%2F24%2Fhow-exercising-can-slash-the-risk-of-depression%2F&gsc.page=1Â â¦,1
801803,let the depression hours continue OH MY GOD  https://twitter.com/donnapaulsen/status/988822605363863555Â â¦,1
801804,"my depression, anxiety, and loneliness fighting over who is gonna take over me next...  pic.twitter.com/oj1iMktFr7",1
801805,"once i stop being a fucking idiot, learn to deal w my anxiety, depression, & adhd, get a dog, put myself out there, publish my art, get rich, get my degree, start designing my own clothes, get a nose job, gain 20 more lbs at the gym, and love myself its over for you bitches",1
801806,"@essexwriter A lot of my Album concerns my Anxiety and Depression. How I deal with it, how I feel about it!",1
801807,"There is no drug for intellectual depression...Okay, maybe there is.",1
801808,My anxiety and depression is soooooo fucking bad lately. Please dm me some ways to not be a sad piece of shit all the time. Please and thanks,1
801809,"And just when it was the most painful, when I had sunk so deep into my depression that I could sink no furtherâ¦",1
801810,"Had a nice enough start to my day and then BAM, my depression has decided it's time for a reminder of how little I am worth and why I should just give up <Emoji: Pensive face>",1
801811,The depression is real <Emoji: Loudly crying face><Emoji: Loudly crying face><Emoji: Loudly crying face> )),1
801812,Depression is real,1
801813,@realDonaldTrump SYMPTOMS OF PREMENSTRUAL SYNDROMEThe symptoms that we associate with PMS vary but include :â tensionâ irritabilityâ depression........More <Emoji: Down pointing backhand index><Emoji: Down pointing backhand index> https://mylifestylecrunch.com/2018/03/28/premenstrual-syndrome-pain-before-periods/Â â¦,1
801814,DEPRESSION SUCKS.,1
801815,"@realDonaldTrump You won it by 21 points. It was won by 5 yesterday.  See you in November!AND, WHY ARE YOU SO SILENT ON THE STOCK MARKET TANKING - HISTORICALLY LOW UNDER TRUMP.  WORST SINCE DEPRESSION. SO SILENT!",1
801816,If behavioural activation is too much to think about then you can always try some high quality #selfcareA duvet day with just a little thought and structure can be a wonderfully restorative and self compassionate way of dealing with low mood #ItsOkNotToBeOk #depression  pic.twitter.com/3tUAs1jb5G,1
801817,Me: I can handle post-grad depression I'm already depressed.Me the literal first day after my last final:  pic.twitter.com/d2o1EBun7G,1
801818,Or maybe because she studied about depression. I dunno. Now that both me and my brother has it. And also we have sinus. Are we twins? Lol. Tapi financial belum sama lagi. <Emoji: Face with tears of joy>,1
801819,just had treacle sponge<Emoji: Smiling face with heart-shaped eyes><Emoji: Smiling face with heart-shaped eyes><Emoji: Smiling face with heart-shaped eyes> the depression is cancelled,1
801820,"She took depression to Times. No offence, but she stretching it  https://twitter.com/dp1stday1stshow/status/989055949016051717Â â¦",1
801821,"@edsheeran But also, she has problems with depression and anxiety very serious and all this things made she's gone losing her temper and she's had a long time without training, I know that she really loves training Taekwondo so much and does very well for her mental health.",1
801822,@MistaSajoo every video yousned me somehow gives me depression,1
801823,Depression and obsession doesn't mix well,1
801824,If GOP maintain control of both the House & the Senate in this upcoming 2018 election then the Left will move on from Bargaining to Depression. Trump needs to do everything he can to make this happen such as getting @Jim_Jordan to become next Speaker before then. #FoxAndFriends pic.twitter.com/EuQfKUOxV9,1
801825,The Foreign Resort - Suburban Depression ...Listen Live Now On:  http://cp6.digistream.info:20374/listen.plsÂ ,1
801826,"That's the thing about depression: A human being can survive almost anything, as long as she sees the...  https://tmblr.co/ZaYZ3y2XOtPSVÂ ",1
801827,How does depression and anxiety differ in people with cancer? Clinical update offers guidance on how clinicians might alter their practice to explore psychiatric symptoms in cancer patients:  https://www.bmj.com/content/361/bmj.k1415Â â¦ pic.twitter.com/cnIfIi0mGc,1
801828,"When what you are doing and who you are being has no meaning, you will avoid letting go, succeeding and breaking through. When what you do is meaningless depression and anxiety are a way of life. When you have...  https://www.facebook.com/JeffCombsFan/posts/10160250333315331Â â¦",1
801829,The naked truth about depression  https://www.health.harvard.edu/blog/sad-depression-affects-ability-think-201605069551Â â¦,1
801830,We support those with depression by donating 50% of our profits to @MindCharityPlease re-tweet! <3 http://InMusicWeTrust.co.ukÂ  pic.twitter.com/4gsBPIUAaG,1
801831,This is what it's like to live with high-functioning depression  http://bit.ly/2qY5VsXÂ  pic.twitter.com/DFlaobZCTg,1
801832,Get your zzz's! Association of mildly insufficient sleep with symptoms of anxiety and depression  https://www.sciencedirect.com/science/article/pii/S0941950018300691?via%3DihubÂ â¦,1
801833,"@thewombats guys, today is just another day battling mental health, anxiety, depression, ptsd. Listening to your album that I had forgotten about has made my day. Anti-D came on, and it's helped me so much. <Emoji: Heavy red heart><Emoji: Heavy red heart><Emoji: Heavy red heart><Emoji: Victory hand (medium skin tone)><Emoji: Heavy red heart>",1
801834,"lmaooo I had another bookstore dream and this time my brain imagined a teeth-related display,"" including a """"Teeth of the Great Depression"""" photo book. (Even stranger"", it was a spin-off of Peter Jennings' coffee table book THE CENTURY.)",1
801835,"I feel like ever since Trump got elected, my depression has been on 1000 <Emoji: Upside-down face>",1
801836,@GoodCharlotte @sarahjanebrown5 It had only been like 2 weeks when you wrote this <Emoji: Face with tears of joy> post concert depression am I right? <Emoji: Loudly crying face>,1
801837,"Yoga, meditation, running, gym, healthy eating, mindfulness, hula hooping, dancing, self-care, enough sleep, arts & crafts, puzzles, colouring books, affirmations? http://feelgoodart.orgÂ  #affirmations #videos #printable #depression #WellnessWednesday via  http://ripl.comÂ  pic.twitter.com/LGt3KJt7Rp",1
801838,"@ThomasHCrown My grandparents who were married 50+ years and made it through raising 6 kids on a shoestring are unimpressed, as are my great-grandparents who did the same during the Depression.",1
801839,"Well... another dayoff, another stream.no warframe today. Frostpunk, chill music and relaxed depression.Stream starts at 16:00 (+4 UTC)see ya at  http://twitch.tv/lokisnailÂ #SupportSmallerStreamers#nightstreams@TwitchBoost@TwitchGrower@TwitchRTsBot@TwitchNetworkin",1
801840,"@takaradragon I'm just on lowkey badfeels. I've been diagnosed with mild depression  but it's been taking nasty dips lately.But yeah, doctor warned me about this. Said if it gets too much I can drop it.",1
801841,Can Contraceptives Cause Depression?  https://www.drweil.com/health-wellness/body-mind-spirit/mental-health/can-contraceptives-cause-depression/#.WuBtjrUb7JA.twitterÂ â¦,1
801842,"SIP works in Flat, Volatile,  Bullish , Bearish, Booms, Bubbles, Depression,  Contraction & Expansion.It also works when #RBI is Hawkish , Dovish or Neutral.It works if #NDA #UPA or any  government is in power.Make SIP a Habit.#sipkaromastraho #SIP#mutualfunds",1
801843,Screen All Teens For Depression?  https://www.drweil.com/health-wellness/body-mind-spirit/mental-health/screen-all-teens-for-depression/#.WuBtc_Ik1m4.twitterÂ â¦,1
801844,"Depression, the best advice offered was 'Keep taken the tablets' And another illness I got to go with the rest is, I have Sleep Apnea. Which If you don't know is where you basically die a few times during the night but don't worry it's very common.All that happens is your",1
801845,#braintech very interesting to hear about the use of pk11195 marker for  inflammation and link with depression. @NIHRBrainMIC where can we read more about this?,1
801846,"Here's what I Know so far.This is what depression does to you, instead of keeping on top of things you just pull the sheets over your head and feck the worldHad the ultra-sound done on my leg, they are happy with that, no circulation problems. However, I have an infection on my",1
801847,@redlianak @skwunt I know plenty of people with social anxiety/depression etc and none of them would dream of taking it out on others or blaming others.,1
801848,"@StephenAmell But also, she has problems with depression and anxiety very serious and all this things made she's gone losing her temper and she's had a long time without training, I know that she really loves training Taekwondo so much and does very well for her mental health.",1
801849,"When YOUR BODY gets the RIGHT FUEL, watch what it does.Do you know anyone that has any these situations: high blood pressure, diabetes, arthritis and depression, MS,cancer, stiff joints or  sluggish over all apathy. WATCH THIS  pic.twitter.com/3pnRuel0vs",1
801850,HAH it's a whole depression day i'm gonna go Cry My Eyes Out in a tiny bathroom cubicle see you later sisters,1
801851,inform yourself abt her 'drug scandal' before u start talkin shit abt her. if y'all wanna raise awareness about depression in kpop then do it right and don't be fcking hypocrites. show your support for Park bom  #ë°ë´ì ë°ë´ë²ë ¤ëì¸ì,1
801852,You can't just pray your depression or relationship problems away lol are u stupid,1
801853,@Toadsili_T This gives me depression,1
801854,"Do me a favour and just accept me for who I am, stop trying to fix me like I'm some extreme make over barbie doll kids play with, nobody's perfect, I'm happy the way I am right now, suffering depression is bad enough as it is as well as suffered heavy menstrual vaginal bleeding",1
801855,@xJPUx<Emoji: Sunflower> : intimidating but madaldal <Emoji: Cat face with tears of joy><Emoji: Yellow heart> : 7? mga ganon <Emoji: Rolling on the floor laughing><Emoji: Honey pot> : don't let depression get into u and always look at the brighter side of life <Emoji: Smiling face with smiling eyes> stay strong with eya <Emoji: Two hearts> tca and gbu <Emoji: Call me hand (medium light skin tone)>,1
801856,"A meta-analysis of 23 peerrun programmes for depression, found significant reductions in depressive symptoms andperformed as well as professional-led interventions andsignificantly better than no-treatment conditions (Bryan & Arkowitz, 2015)  https://www.tandfonline.com/doi/abs/10.1080/09638237.2018.1437605Â â¦",1
801857,"To be blunt, it's a tokin' puff piece... *drops mic, blows out of the joint* <Emoji: Right pointing backhand index (light skin tone)> Could 'one puff' of cannabis ease depression? - Via @mnt https://www.medicalnewstoday.com/articles/321589.phpÂ â¦",1
801858,"@Mari122500 Substitute that pit of emptiness for something you really like to do,  don't self medicate because you will only dive deeper into depression,  meditate,",1
801859,"Treat work related depression at the Kalm Centre today.The mental health of employees is imperative to the success of any organization. Sadly, mental health of employees is often overlooked in the corporate world....  https://www.facebook.com/HrLinksGhana/posts/1635375116499792Â â¦",1
801860,@zamnzaddy66 My depression has depression,1
801861,pyrocynical comment section gives me actual depression,1
801862,Depression is come up dude .... I legit have suicide thoughts now <Emoji: Slightly smiling face>,1
801863,@kierij_ WOW you just have a sample of depression that's all <Emoji: Face with tears of joy>,1
801864,Well I watched the episode so I'm gonna go now and go deeper into my depression,1
801865,pumping halsey and kehlani on the drive home cause post tour depression is hitting hard,1
801866,Wow we love depression,1
801867,"Heavy Facebook use has been known to cause anxiety, depression, narcissism, sleeping problems and even stomach aches.",1
801868,More than 1 in 20 US children and teens have anxiety or depression #News http://dlvr.it/QQjv8CÂ ,1
801869,Something was posted through the door and I'm so offended by it. I was going to post a pic of it but I don't want to give it anymore publicity. It's supposedly a religious leaflet offering help to clean your home of DIRTS. One being depression. DIRTS! WTF!,1
801870,"@KingOfStatusB Depression is tough to deal with, its not like you can easily snap out of it. That shit is hard af",1
801871,Learning how to forgive myself for the stagnancy that was produced from my depression.,1
801872,My depression and anxiety vlog  https://youtu.be/VEpZ8Js7h2MÂ  via @YouTube,1
801873,"Anxiety told meto keep moving,but my mindwon't stopworrying.Weeping,losing my breath,I couldn't think straight.Depressioncrept in;I'm disinterestedto live.Confusedand tiredlike the restless skythat keepschanging clouds day and night.#inkmine #prompts https://twitter.com/whenfridzspeaks/status/989068335982829570Â â¦",1
801874,there are times depression will hit you out of nowhere even you are enjoying your day.....,1
801875,"Depression is a serious condition. I am diagnosed with anxiety and depression, but I do not let it define me. Whatever negative energy I feel, I put on paper. Art is my therapy, and not even depression can take that from me <Emoji: Heavy red heart><Emoji: Glowing star> #fuckdepression #320changedirection #LinkinPark",1
801876,Depression can be very lonely and isolating. Try @BlurtAlerts helpful advice for knowing when and how to reach out for support:  https://www.blurtitout.org/2017/06/29/depression-how-and-when-to-ask-for-help/Â â¦ #depression #mentalhealth #selfcare,1
801877,Hi I just finished infinity war and I purposely did not wear makeup but uhm..... depression calling my name  pic.twitter.com/dDlA0Fj27G,1
801878,NowPlaying Job 6:1-30 andquot;A Biblical  Response to Depression.andquot; - Pastor Joe Marquez  http://www.gracecalvarychapel.orgÂ  06:45,1
801879,"Exercise can prevent depression, no matter your age or gender @qz  https://buff.ly/2Ke5F1BÂ ",1
801880,"@davidcsmalley Major signs of depression. Seriously, I hope you are seeking help.",1
801881,"I've lost out on everything, said Mr. McIntyre, who at 64 is a member of the Windrush generation in the UK. He lost his job and the right to benefits. He became homeless, sleeping on a mattress in a cold warehouse, and he fell into a deep depression.  https://nyti.ms/2JqoPjAÂ ",1
801882,"ICYMI: Researchers have linked a sense of purpose to lower levels of adolescent depression, less...  https://www.kqed.org/mindshift/49937/the-benefits-of-helping-teens-identify-purpose-in-life?utm_content=buffer9b2aa&utm_medium=social&utm_source=twitter.com&utm_campaign=bufferÂ â¦",1
801883,There's Hope: Deepika Padukone On Depression at 'TIME 100' Gala https://bit.ly/2Hpa1WeÂ ,1
801884,Where are those knetz who say something about not downplaying mental health because it is a serious thing esp to celebs? BOM HAS PRESCRIPTION! SHE HAS DEPRESSION! PROTECT HER YOU FOOLS! #ë°ë´ì ë°ë´ë²ë ¤ëì¸ì,1
801885,is it self projection if I wrote post-KH2 Riku slipping into depression like I am and getting comforted by Sora or is that way too self indulgent because good god I feel awful right now and for some odd fucking reason Sora's the only thing keeping me afloat,1
801886,"@evolutionarypsy Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways,  https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5902628/Â â¦ .. (full text) (2018 Apr 16 Nature Comm.)",1
801887,"Once i figure out how to have a regular sleep schedule, its over for my depression <Emoji: Call me hand><Emoji: Open hands sign><Emoji: Pensive face>  pic.twitter.com/SEQGNrLjkz",1
801888,video ovguide to porn nude celbrities adult comics tube dragon ball porn bulma add and depression in   pic.twitter.com/D72grmZblK,1
801889,I ain't stressing bitch ain't no depression,1
801890,"@seanhannity @RachelOsiris @gregcool1 Deregulation of banks, predatory lenders don't lead us to another Great Depression for which Republicans ALWAYS seem to do. WE CANNOT AFFORD IT THIS TIME. HE GAVE AWAY 4TRILLION$$",1
801891,What If Everything You Know About Depression Was Wrong? @nowthisnews  https://nowthisnews.com/ https://nowthisnews.com/videos/news/johann-hari-thinks-everything-we-know-about-depression-could-be-wrong?utm_content=What+If+Everything+You+Know+About+Depression+Was+Wrong%3F&utm_source=twitter&utm_medium=social-mediaÂ â¦,1
801892,"@RhondaMerwarth @suleikhasnyder Diversity, depression, dicks, deep-fried chicken?",1
801893,"There is correlation between depression and losing your voice, or vice versa. Silenced turns into silence.",1
801894,@heylandsberg @sadTOsportsfan Everyday presents a new challenge. I'm doing my best to make sure the world knows... It's ok to have depression and it's not ok to put other people down #love #peace #chainlink<Emoji: Link symbol> #supportmentalhealth,1
801895,Defeat #Depression and Execute a Normal Life Using #Valdoxan. More Information @  http://bit.ly/2HXUrOhÂ  pic.twitter.com/9s7QGow7X7,1
801896,@khalid_nawaz1 <Emoji: Astonished face> ohhhhhkkkk then y only depression neuron works ??,1
801897,"@jen_unwin @sandy_brighton From what I hear, I think (in some places at least) that is starting to change. Like a lot of health conditions, overall lifestyle seems to be key in depression. Not always, but a lot of the time.",1
801898,Like breathing exercises do not eliminate depression... try again y'all,1
801899,I have the worst post-concert depression ever and I blame @thexcerts  completely because they're awesome.,1
801900,#emotional #rap #heart #pain #depression @jurrivh  https://www.youtube.com/watch?v=Lz3GVww1p1g#hopeÂ â¦ you feel it <3,1
801901,Dealing with depression isn't easy - here's a few things you shouldn't say to someone who's suffering >>  http://annesmiles.com/never-say-to-person-with-depression/Â â¦,1
801902,I pray that today you learn to combat the enemy's mental attacks with the promises of God. I declare that anyone struggling with depression or anxiety speak the word of God over their lives and that these things be cast out in Jesus name.There is peace and comfort in His word<Emoji: Person with folded hands (medium skin tone)>,1
801903,I wish ppl would talk about depression accurately in the media like what is the point of awareness if u spread false crap,1
801904,Going for a cycle a day helps keep depression at bay #mentalhealth #activelincs #bikeability https://twitter.com/WeAreCyclingUK/status/989051846772822017Â â¦,1
801905,summer depression comes every year,1
801906,Worm don't have to engage in capitalism Worms don't have depressionI'm gonna amputate my spine so I may become worm kin,1
801907,"@asymmetricinfo If the Great Depression is your only good argument, then I will fully support this when unemployment reaches 25%...and not a moment sooner.",1
801908,@kingjuyeon Like honestly me neither... I can't even go up some  stairs I get out of breath so much sksksksksk since depression hit me and I gained weight my life going down hill KANSKADKCKXKDK  pic.twitter.com/j2uF7ULa0r,1
801909,have u ever noticed depression naps are great for like a second? That one second when you wake up don't remember but also the next second is nice when you go back to sleep,1
801910,depression.,1
801911,So true.  I'm reading 'Lost Connections' by @johannhari101 and it's an extraordinary book.  Completely turning around everything I'd wrongly assumed about loneliness and depression and making me look at our society anew.  I highly recommend it!  https://twitter.com/BandofmothersHQ/status/989046035929554944Â â¦,1
801912,park bom treated her depression by intaking PRESCRIBED MEDICATIONS BY A LEGIT DOCTOR WHY CAN'T ANY OF YOU DRILL THE FUCKING CONCEPT INTO YOUR HARD SKULLS? ##ë°ë´ì ë°ë´ë²ë ¤ëì¸ì,1
801913,@guineapig66 I can relate to the inertia caused by depression.  I think I've lost 3+ months this year due to meds which made me so groggy/sleepy all the time that I couldn't write at all - or read Add pain to that & you get a rabid zombie lol! I managed to edit quite a bit this weekend tho.,1
801914,"Lonely millennials twice as likely to experience depression or anxiety, finds study  http://www.independent.co.uk/life-style/millennials-lonely-depression-anxiety-mental-health-odds-doubling-unemployed-study-a8319686.htmlÂ â¦",1
801915,suffering from chronic depression https://vine.co/v/iu3l2lPBhiKÂ ,1
801916,this just cured my depression  https://twitter.com/sebstanst/status/989101532162527233Â â¦,1
801917,"A big part of depression is feeling really lonely, even if you're in a room full of a million people",1
801918,"To understand depression better, you have to have been through it. Luckily, I had a strong family support system. For that I'm grateful for my parents' gut feelings",1
801919,if i had to describe depression in a weather format this day would be a perfect fit #imsoaked #ugh,1
801920,What's the Connection between Diabetes and Depression? by Elif Ãnsal Avdal in Juniper Online Journal of Case Studies (JOJCS) https://juniperpublishers.com/jojcs/JOJCS.MS.ID.555597.phpÂ â¦ pic.twitter.com/7cKbu54QpB,1
801921,I'm out my depression life been goin smooth<Emoji: Smiling face with open mouth and cold sweat><Emoji: Star-struck>,1
801922,"Heavy use of Facebook is linked to stomach aches, sleeping problems, anxiety, depression and narcissism in teens.",1
801923,More than 1 in 20 #US children and teens have #anxiety or #depression https://www.sciencedaily.com/releases/2018/04/180424184119.htmÂ â¦ https://www.sciencedaily.com/releases/2018/04/180424184119.htmÂ â¦,1
801924,"#WeRGISIslamic,we show support to the kids suffering from depression  pic.twitter.com/HYJiDwNKMs",1
801925,Depression........  pic.twitter.com/hkM67Dbys0,1
801926,@sheffieldpsy Thank you Lisa for writing this excellent article and for including links to the IAPT site and the BAD skinsupport site - Is acne causing your depression?  http://metro.co.uk/2018/04/25/acne-causing-depression-7434740/?ito=desktop.article.share.module.twitterÂ â¦ via @MetroUK @SHSCFT @HealthySkin4All @AdkinsKate @Sheffieldpsy,1
801927,I take meds - the truth about postnatal depression and chronic pain  https://wp.me/p6vH90-DKÂ  #mentalhealth,1
801928,"Quick Ways To Ease Stress, Depression & Anxiety #bipolardisorder  http://www.naturalcureforbipolardisorder.com/stressmanagementadvice/Quick_Ways_To_Ease_Stress,_Depression_&_Anxiety.htmlÂ â¦",1
801929,Inside the April 23 issue: White paper calls attention to quality measurement need for depression care. Get your copy for more!,1
801930,Alkermes's depression drug is back on track after FDA 'misunderstanding'  http://bit.ly/2H58yjxÂ  via @statnews #healthcare #mentalhealth,1
801931,"Marriage does not preclude times ofÂ depression,Â loneliness, or other emotions endemic to the human condition,"" she wrote. """"Going into marriage knowing this gives you a better chance of building a relationship that is close and meaningful.""""  https://twitter.com/PsychToday/status/989071013680963585Â â¦",1
801932,@Jacbros I always felt that Evangelion was about depression and the struggle to accept yourself.,1
801933,"@caitlinmoran To others. That's been 18 months of counselling(so far) and a direct result of that (still embryonic) discovery, I've started to properly deal with the depression and anxiety which has blighted my life and relationships for twenty five years. It's hard work, but will be worth it",1
801934,How do I get rid of depression,1
801935,"Manage your stress. Research shows that stress, anxiety and depression lead to premature aging, wrinkles, and even hair loss.",1
801936,@poutkyuns I have depression too and I start counseling next month.All I want is to be happy again,1
801937,"Physical Activity and Incident Depression: A Meta-Analysis of Prospective Cohort Studies: American Journal of Psychiatry: Vol 0, No 0  https://ajp.psychiatryonline.org/doi/suppl/10.1176/appi.ajp.2018.17111194?platform=hootsuite#.WuBj1x0CpLE.twitterÂ â¦",1
801938,"@HerRoyalHeinous -again, it's overcoming the inertia created by depression, to actually do the edits, sent it to proof-readers etc. And I've been noodling along with sequels to both Square Peg AND Strangers & Pilgrims. But I'm feeling so ill lately it makes creative thinking both hard & agony.",1
801939,Yo it has been weeks since regions and post pmea depression is drawing me to this account.,1
801940,@BigRedbeerman78 @davidhogg111 @tofailsnooption The Hoggster is in depression..  pic.twitter.com/78joTa4fNP,1
801941,"@Flosephine Yes and better still he's tackling his depression with lot of exercise and talking therapy, I'm more happy about this, Flo! X",1
801942,What cures depression? Food. Lots of it. <Emoji: Grimacing face> #foodporn #burger #chi #foodgram #potd #gg #nom  https://www.instagram.com/p/Bh_c78AAYVV/Â ,1
801943,"I got the cuddles and besitos I wanted, yet my ass is still sad. Damn, depression is wild <Emoji: Sneezing face>",1
801944,Depression doesn't have a face.,1
801945,"@PennyRed I was once a guy who could not attract a woman.I was in my mid-20s, dealing with depression and out of control anxiety. I am ashamed to say that I felt anger towards women. Never did I even think of doing anything violent, but anger was present. Looking back...1/",1
801946,3.) I had post partum depression for 6 months. Severe. This part scares me the most about having another kid.4.) I just cant see myself with TWO kids. I'm so content with life right now. I feel like this is it for me..,1
801947,@NadineDorries @campbellclaret is such a vile hateful individual that it has manifested it self in him as 'depression' from which he says he suffers. Is it any wonder? Rees-Mogg on the other hand is a happy decent individual,1
801948,"UPMC Looking For Participants For Depression, Dementia Study  http://pittsburgh.cbslocal.com/2018/04/20/upmc-looking-for-participants-for-depression-dementia-study/Â â¦",1
801949,I have a mild depression after watching Infinity War,1
801950,"Well said! As one who has been battling depression going on 12+ years of diagnosis & probably all my middle school to adult life in retrospect, we must be strong in the battle for #MentalHealthAwareness & never settle for the way we are labeled. https://twitter.com/hatttiegladwell/status/988874666063417344Â â¦",1
801951,Listening to music an hour every day helps reduce chronic pain by up to 21 percent and depression by up to 25 percent.,1
801952,"RT @kyem74: @Fact This person with depression, anxiety, PTSD ... doesn't hÃ«hÃ«",1
801953,I seal myself away in the depression orb,1
801954,"Hocking Fleur Bowl, Hocking Bowl Set, Anchor Hocking, Hocking Fleur, Chip and Dip Glass,Hocking Glass Bowl, Fleur Gold Dish, Depression  http://tuppu.net/1980de88Â  #Etsy #AbateVintage #FleurChipBowl https://www.etsy.com/AbateVintage/listing/495300722/hocking-fleur-bowl-hocking-bowl-set?utm_source=etsyfu&utm_medium=api&utm_campaign=apiÂ â¦",1
801955,"Not all the research is good, but in a handful of areas, including depression, chronic pain, and anxiety, there is some very promising research showing that mindfulness meditation can be as good as existing treatments (but without the nasty side effects!)  http://ow.ly/ov3O30jF8xZÂ ",1
801956,@_pavlukivan @SunixRS depression,1
801957,"@_fleur1 Yeah <Emoji: Reversed hand with middle finger extended (light skin tone)>If I ever see someone tell a person with depression to go work out I WILL judge them silently. (I would say punch but I'm not strong, I would say yell but i'm not brave.)",1
801958,Farmers urged to talk to allay depression fears -  http://FarmIreland.ieÂ  http://ow.ly/gH6m30jFrifÂ ,1
801959,[Zicutake] Depression can be prevented by exercise  https://goo.gl/fb/Mu7k6tÂ ,1
801960,Knetz are the ones who are stupid lmfao. Bom never did drugs so of course blackjacks will defend her to their graves. How fucking stupid can yall knetz get honestly like how many times do yall need to get told that those were PRESCRIBED MEDICINE FOR HER DEPRESSION,1
801961,Depression is fucking real!,1
801962,How to Avoid Depression While Working in Business by Tommy Zimmer  https://mental-health-matters.com/how-to-avoid-depression-while-working-in-business/Â â¦ pic.twitter.com/jyv5IO1vY5,1
801963,"@satiricole @Signorella @herbert_farrah 2. ... but to confound gender dysphoria with the insecurities/distress women face today, suggest that the medical definition and symptoms are unknown to her.It is like saying how being sad is the same as years of clinical depression and how ''everybody'' experiences it.",1
801964,This depression shit is not no game I gotta shake this shit man,1
801965,"Nothing pushes me to do better like pain ,depression, and struggle ! I feed off of it because every second spent upset is a wasted moment of being Happy that I can never get back!",1
801966,The depression epidemic and why the medical profession is failing patients  http://spr.ly/6185Dw0qbÂ ,1
801967,One of my mini poems. #helenswriting#mentalhealth#depression#poetry#Friendship#friends#anxiety#livingwithdepression pic.twitter.com/IT8ZJ8uIo4,1
801968,"Sadness and Depression are serious cases, you don't know what the person is fighting inside.",1
801969,"H8 when people self diagnose or make jokes about depression, addiction & domestic abuse. ur not depressed, ur sad. ur not an alcoholic, ur 23 n drink on weekends. n it's not funny to make jokes about ur bf/gf beating u",1
801970,Listen to Healing Released For Me Against Depression - Proverbs 12:25 by Brian & Farha Major #np on #SoundCloud https://soundcloud.com/brian-e-major/healing-released-for-me-against-depression-proverbs-1225Â â¦,1
801971,This is so true. Depression especially  https://twitter.com/FranciscoLWhite/status/988758953470431233Â â¦,1
801972,More than 1 in 20 US children and teens have anxiety or depression  https://www.sciencedaily.com/releases/2018/04/180424184119.htmÂ â¦,1
801973,Which supplements for depression?  http://headwork.io/which-supplements-for-depression/Â â¦ via @headwworkreal,1
801974,Deepika Padukone gives suggestions For those who survived depression:  http://youtu.be/usKS6fHNG0g?aÂ  via @YouTube,1
801975,@jeaninenicole_ depression...no joke from 70 - 67 kgs ako within 3 months,1
801976,Really important piece from @lisabowhorse about the link between acne and depression  http://metro.co.uk/2018/04/25/acne-causing-depression-7434740/Â â¦,1
801977,More than 1 in 20 US children and teens have anxiety or depression  https://www.sciencedaily.com/releases/2018/04/180424184119.htmÂ â¦,1
